2022-03-29 10:44:00,616 - INFO - Populating features
Populating features table and first-order relations: 0 features
Populating features table and first-order relations: 1539000 features
Populating features table and first-order relations: 1540000 features
Populating features table and first-order relations: 1541000 features
Populating features table and first-order relations: 1542000 features
Populating features table and first-order relations: 1543000 features
Populating features table and first-order relations: 1544000 features
Populating features table and first-order relations: 1545000 features
Populating features table and first-order relations: 1546000 features
Populating features table and first-order relations: 1547000 features
Populating features table and first-order relations: 1548000 features
Populating features table and first-order relations: 1549000 features
Populating features table and first-order relations: 1550000 features
Populating features table and first-order relations: 1551000 features
Populating features table and first-order relations: 1552000 features
Populating features table and first-order relations: 1553000 features
Populating features table and first-order relations: 1554000 features
Populating features table and first-order relations: 1555000 features
Populating features table and first-order relations: 1556000 features
Populating features table and first-order relations: 1557000 features
Populating features table and first-order relations: 1558000 features
Populating features table and first-order relations: 1559000 features
Populating features table and first-order relations: 1560000 features
Populating features table and first-order relations: 1561000 features
Populating features table and first-order relations: 1562000 features
Populating features table and first-order relations: 1563000 features
Populating features table and first-order relations: 1564000 features
Populating features table and first-order relations: 1565000 features
Populating features table and first-order relations: 1566000 features
Populating features table and first-order relations: 1567000 features
Populating features table and first-order relations: 1568000 features
Populating features table and first-order relations: 1569000 features
Populating features table and first-order relations: 1570000 features
Populating features table and first-order relations: 1571000 features
Populating features table and first-order relations: 1572000 features
Populating features table and first-order relations: 1573000 features
Populating features table and first-order relations: 1574000 features
Populating features table and first-order relations: 1575000 features
Populating features table and first-order relations: 1576000 features
Populating features table and first-order relations: 1577000 features
Populating features table and first-order relations: 1578000 features
Populating features table and first-order relations: 1579000 features
Populating features table and first-order relations: 1580000 features
Populating features table and first-order relations: 1581000 features
Populating features table and first-order relations: 1582000 features
Populating features table and first-order relations: 1583000 features
Populating features table and first-order relations: 1584000 features
Populating features table and first-order relations: 1585000 features
Populating features table and first-order relations: 1586000 features
Populating features table and first-order relations: 1587000 features
Populating features table and first-order relations: 1588000 features
Populating features table and first-order relations: 1589000 features
Populating features table and first-order relations: 1590000 features
Populating features table and first-order relations: 1591000 features
Populating features table and first-order relations: 1592000 features
Populating features table and first-order relations: 1593000 features
Populating features table and first-order relations: 1594000 features
Populating features table and first-order relations: 1595000 features
Populating features table and first-order relations: 1596000 features
Populating features table and first-order relations: 1597000 features
Populating features table and first-order relations: 1598000 features
Populating features table and first-order relations: 1599000 features
Populating features table and first-order relations: 1600000 features
Populating features table and first-order relations: 1601000 features
Populating features table and first-order relations: 1602000 features
Populating features table and first-order relations: 1603000 features
Populating features table and first-order relations: 1604000 features
Populating features table and first-order relations: 1605000 features
Populating features table and first-order relations: 1606000 features
Populating features table and first-order relations: 1607000 features
Populating features table and first-order relations: 1608000 features
Populating features table and first-order relations: 1609000 features
Populating features table and first-order relations: 1610000 features
Populating features table and first-order relations: 1611000 features
Populating features table and first-order relations: 1612000 features
Populating features table and first-order relations: 1613000 features
Populating features table and first-order relations: 1614000 features
Populating features table and first-order relations: 1615000 features
Populating features table and first-order relations: 1616000 features
Populating features table and first-order relations: 1617000 features
Populating features table and first-order relations: 1618000 features
Populating features table and first-order relations: 1619000 features
Populating features table and first-order relations: 1620000 features
Populating features table and first-order relations: 1621000 features
Populating features table and first-order relations: 1622000 features
Populating features table and first-order relations: 1623000 features
Populating features table and first-order relations: 1624000 features
Populating features table and first-order relations: 1625000 features
Populating features table and first-order relations: 1626000 features
Populating features table and first-order relations: 1627000 features
Populating features table and first-order relations: 1628000 features
Populating features table and first-order relations: 1629000 features
Populating features table and first-order relations: 1630000 features
Populating features table and first-order relations: 1631000 features
Populating features table and first-order relations: 1632000 features
Populating features table and first-order relations: 1633000 features
Populating features table and first-order relations: 1634000 features
Populating features table and first-order relations: 1635000 features
Populating features table and first-order relations: 1636000 features
Populating features table and first-order relations: 1637000 features
Populating features table and first-order relations: 1638000 features
Populating features table and first-order relations: 1639000 features
Populating features table and first-order relations: 1640000 features
Populating features table and first-order relations: 1641000 features
Populating features table and first-order relations: 1642000 features
Populating features table and first-order relations: 1643000 features
Populating features table and first-order relations: 1644000 features
Populating features table and first-order relations: 1645000 features
Populating features table and first-order relations: 1646000 features
Populating features table and first-order relations: 1647000 features
Populating features table and first-order relations: 1648000 features
Populating features table and first-order relations: 1649000 features
Populating features table and first-order relations: 1650000 features
Populating features table and first-order relations: 1651000 features
Populating features table and first-order relations: 1652000 features
Populating features table and first-order relations: 1653000 features
Populating features table and first-order relations: 1654000 features
Populating features table and first-order relations: 1655000 features
Populating features table and first-order relations: 1656000 features
Populating features table and first-order relations: 1657000 features
Populating features table and first-order relations: 1658000 features
Populating features table and first-order relations: 1659000 features
Populating features table and first-order relations: 1660000 features
Populating features table and first-order relations: 1661000 features
Populating features table and first-order relations: 1662000 features
Populating features table and first-order relations: 1663000 features
Populating features table and first-order relations: 1664000 features
Populating features table and first-order relations: 1665000 features
Populating features table and first-order relations: 1666000 features
Populating features table and first-order relations: 1667000 features
Populating features table and first-order relations: 1668000 features
Populating features table and first-order relations: 1669000 features
Populating features table and first-order relations: 1670000 features
Populating features table and first-order relations: 1671000 features
Populating features table and first-order relations: 1672000 features
Populating features table and first-order relations: 1673000 features
Populating features table and first-order relations: 1674000 features
Populating features table and first-order relations: 1675000 features
Populating features table and first-order relations: 1676000 features
Populating features table and first-order relations: 1677000 features
Populating features table and first-order relations: 1678000 features
Populating features table and first-order relations: 1679000 features
Populating features table and first-order relations: 1680000 features
Populating features table and first-order relations: 1681000 features
Populating features table and first-order relations: 1682000 features
Populating features table and first-order relations: 1683000 features
Populating features table and first-order relations: 1684000 features
Populating features table and first-order relations: 1685000 features
Populating features table and first-order relations: 1686000 features
Populating features table and first-order relations: 1687000 features
Populating features table and first-order relations: 1688000 features
Populating features table and first-order relations: 1689000 features
Populating features table and first-order relations: 1690000 features
Populating features table and first-order relations: 1691000 features
Populating features table and first-order relations: 1692000 features
Populating features table and first-order relations: 1693000 features
Populating features table and first-order relations: 1694000 features
Populating features table and first-order relations: 1695000 features
Populating features table and first-order relations: 1696000 features
Populating features table and first-order relations: 1697000 features
Populating features table and first-order relations: 1698000 features
Populating features table and first-order relations: 1699000 features
Populating features table and first-order relations: 1700000 features
Populating features table and first-order relations: 1701000 features
Populating features table and first-order relations: 1702000 features
Populating features table and first-order relations: 1703000 features
Populating features table and first-order relations: 1704000 features
Populating features table and first-order relations: 1705000 features
Populating features table and first-order relations: 1706000 features
Populating features table and first-order relations: 1707000 features
Populating features table and first-order relations: 1708000 features
Populating features table and first-order relations: 1709000 features
Populating features table and first-order relations: 1710000 features
Populating features table and first-order relations: 1711000 features
Populating features table and first-order relations: 1712000 features
Populating features table and first-order relations: 1713000 features
Populating features table and first-order relations: 1714000 features
Populating features table and first-order relations: 1715000 features
Populating features table and first-order relations: 1716000 features
Populating features table and first-order relations: 1717000 features
Populating features table and first-order relations: 1718000 features
Populating features table and first-order relations: 1719000 features
Populating features table and first-order relations: 1720000 features
Populating features table and first-order relations: 1721000 features
Populating features table and first-order relations: 1722000 features
Populating features table and first-order relations: 1723000 features
Populating features table and first-order relations: 1724000 features
Populating features table and first-order relations: 1725000 features
Populating features table and first-order relations: 1726000 features
Populating features table and first-order relations: 1727000 features
Populating features table and first-order relations: 1728000 features
Populating features table and first-order relations: 1729000 features
Populating features table and first-order relations: 1730000 features
Populating features table and first-order relations: 1731000 features
Populating features table and first-order relations: 1732000 features
Populating features table and first-order relations: 1733000 features
Populating features table and first-order relations: 1734000 features
Populating features table and first-order relations: 1735000 features
Populating features table and first-order relations: 1736000 features
Populating features table and first-order relations: 1737000 features
Populating features table and first-order relations: 1738000 features
Populating features table and first-order relations: 1739000 features
Populating features table and first-order relations: 1740000 features
Populating features table and first-order relations: 1741000 features
Populating features table and first-order relations: 1742000 features
Populating features table and first-order relations: 1743000 features
Populating features table and first-order relations: 1744000 features
Populating features table and first-order relations: 1745000 features
Populating features table and first-order relations: 1746000 features
Populating features table and first-order relations: 1747000 features
Populating features table and first-order relations: 1748000 features
Populating features table and first-order relations: 1749000 features
Populating features table and first-order relations: 1750000 features
Populating features table and first-order relations: 1751000 features
Populating features table and first-order relations: 1752000 features
Populating features table and first-order relations: 1753000 features
Populating features table and first-order relations: 1754000 features
Populating features table and first-order relations: 1755000 features
Populating features table and first-order relations: 1756000 features
Populating features table and first-order relations: 1757000 features
Populating features table and first-order relations: 1758000 features
Populating features table and first-order relations: 1759000 features
Populating features table and first-order relations: 1760000 features
Populating features table and first-order relations: 1761000 features
Populating features table and first-order relations: 1762000 features
Populating features table and first-order relations: 1763000 features
Populating features table and first-order relations: 1764000 features
Populating features table and first-order relations: 1765000 features
Populating features table and first-order relations: 1766000 features
Populating features table and first-order relations: 1767000 features
Populating features table and first-order relations: 1768000 features
Populating features table and first-order relations: 1769000 features
Populating features table and first-order relations: 1770000 features
Populating features table and first-order relations: 1771000 features
Populating features table and first-order relations: 1772000 features
Populating features table and first-order relations: 1773000 features
Populating features table and first-order relations: 1774000 features
Populating features table and first-order relations: 1775000 features
Populating features table and first-order relations: 1776000 features
Populating features table and first-order relations: 1777000 features
Populating features table and first-order relations: 1778000 features
Populating features table and first-order relations: 1779000 features
Populating features table and first-order relations: 1780000 features
Populating features table and first-order relations: 1781000 features
Populating features table and first-order relations: 1782000 features
Populating features table and first-order relations: 1783000 features
Populating features table and first-order relations: 1784000 features
Populating features table and first-order relations: 1785000 features
Populating features table and first-order relations: 1786000 features
Populating features table and first-order relations: 1787000 features
Populating features table and first-order relations: 1788000 features
Populating features table and first-order relations: 1789000 features
Populating features table and first-order relations: 1790000 features
Populating features table and first-order relations: 1791000 features
Populating features table and first-order relations: 1792000 features
Populating features table and first-order relations: 1793000 features
Populating features table and first-order relations: 1794000 features
Populating features table and first-order relations: 1795000 features
Populating features table and first-order relations: 1796000 features
Populating features table and first-order relations: 1797000 features
Populating features table and first-order relations: 1798000 features
Populating features table and first-order relations: 1799000 features
Populating features table and first-order relations: 1800000 features
Populating features table and first-order relations: 1801000 features
Populating features table and first-order relations: 1802000 features
Populating features table and first-order relations: 1803000 features
Populating features table and first-order relations: 1804000 features
Populating features table and first-order relations: 1805000 features
Populating features table and first-order relations: 1806000 features
Populating features table and first-order relations: 1807000 features
Populating features table and first-order relations: 1808000 features
Populating features table and first-order relations: 1809000 features
Populating features table and first-order relations: 1810000 features
Populating features table and first-order relations: 1811000 features
Populating features table and first-order relations: 1812000 features
Populating features table and first-order relations: 1813000 features
Populating features table and first-order relations: 1814000 features
Populating features table and first-order relations: 1815000 features
Populating features table and first-order relations: 1816000 features
Populating features table and first-order relations: 1817000 features
Populating features table and first-order relations: 1818000 features
Populating features table and first-order relations: 1819000 features
Populating features table and first-order relations: 1820000 features
Populating features table and first-order relations: 1821000 features
Populating features table and first-order relations: 1822000 features
Populating features table and first-order relations: 1823000 features
Populating features table and first-order relations: 1824000 features
Populating features table and first-order relations: 1825000 features
Populating features table and first-order relations: 1826000 features
Populating features table and first-order relations: 1827000 features
Populating features table and first-order relations: 1828000 features
Populating features table and first-order relations: 1829000 features
Populating features table and first-order relations: 1830000 features
Populating features table and first-order relations: 1831000 features
Populating features table and first-order relations: 1832000 features
Populating features table and first-order relations: 1833000 features
Populating features table and first-order relations: 1834000 features
Populating features table and first-order relations: 1835000 features
Populating features table and first-order relations: 1836000 features
Populating features table and first-order relations: 1837000 features
Populating features table and first-order relations: 1838000 features
Populating features table and first-order relations: 1839000 features
Populating features table and first-order relations: 1840000 features
Populating features table and first-order relations: 1841000 features
Populating features table and first-order relations: 1842000 features
Populating features table and first-order relations: 1843000 features
Populating features table and first-order relations: 1844000 features
Populating features table and first-order relations: 1845000 features
Populating features table and first-order relations: 1846000 features
Populating features table and first-order relations: 1847000 features
Populating features table and first-order relations: 1848000 features
Populating features table and first-order relations: 1849000 features
Populating features table and first-order relations: 1850000 features
Populating features table and first-order relations: 1851000 features
Populating features table and first-order relations: 1852000 features
Populating features table and first-order relations: 1853000 features
Populating features table and first-order relations: 1854000 features
Populating features table and first-order relations: 1855000 features
Populating features table and first-order relations: 1856000 features
Populating features table and first-order relations: 1857000 features
Populating features table and first-order relations: 1858000 features
Populating features table and first-order relations: 1859000 features
Populating features table and first-order relations: 1860000 features
Populating features table and first-order relations: 1861000 features
Populating features table and first-order relations: 1862000 features
Populating features table and first-order relations: 1863000 features
Populating features table and first-order relations: 1864000 features
Populating features table and first-order relations: 1865000 features
Populating features table and first-order relations: 1866000 features
Populating features table and first-order relations: 1867000 features
Populating features table and first-order relations: 1868000 features
Populating features table and first-order relations: 1869000 features
Populating features table and first-order relations: 1870000 features
Populating features table and first-order relations: 1871000 features
Populating features table and first-order relations: 1872000 features
Populating features table and first-order relations: 1873000 features
Populating features table and first-order relations: 1874000 features
Populating features table and first-order relations: 1875000 features
Populating features table and first-order relations: 1876000 features
Populating features table and first-order relations: 1877000 features
Populating features table and first-order relations: 1878000 features
Populating features table and first-order relations: 1879000 features
Populating features table and first-order relations: 1880000 features
Populating features table and first-order relations: 1881000 features
Populating features table and first-order relations: 1882000 features
Populating features table and first-order relations: 1883000 features
Populating features table and first-order relations: 1884000 features
Populating features table and first-order relations: 1885000 features
Populating features table and first-order relations: 1886000 features
Populating features table and first-order relations: 1887000 features
Populating features table and first-order relations: 1888000 features
Populating features table and first-order relations: 1889000 features
Populating features table and first-order relations: 1890000 features
Populating features table and first-order relations: 1891000 features
Populating features table and first-order relations: 1892000 features
Populating features table and first-order relations: 1893000 features
Populating features table and first-order relations: 1894000 features
Populating features table and first-order relations: 1895000 features
Populating features table and first-order relations: 1896000 features
Populating features table and first-order relations: 1897000 features
Populating features table and first-order relations: 1898000 features
Populating features table and first-order relations: 1899000 features
Populating features table and first-order relations: 1900000 features
Populating features table and first-order relations: 1901000 features
Populating features table and first-order relations: 1902000 features
Populating features table and first-order relations: 1903000 features
Populating features table and first-order relations: 1904000 features
Populating features table and first-order relations: 1905000 features
Populating features table and first-order relations: 1906000 features
Populating features table and first-order relations: 1907000 features
Populating features table and first-order relations: 1908000 features
Populating features table and first-order relations: 1909000 features
Populating features table and first-order relations: 1910000 features
Populating features table and first-order relations: 1911000 features
Populating features table and first-order relations: 1912000 features
Populating features table and first-order relations: 1913000 features
Populating features table and first-order relations: 1914000 features
Populating features table and first-order relations: 1915000 features
Populating features table and first-order relations: 1916000 features
Populating features table and first-order relations: 1917000 features
Populating features table and first-order relations: 1918000 features
Populating features table and first-order relations: 1919000 features
Populating features table and first-order relations: 1920000 features
Populating features table and first-order relations: 1921000 features
Populating features table and first-order relations: 1922000 features
Populating features table and first-order relations: 1923000 features
Populating features table and first-order relations: 1924000 features
Populating features table and first-order relations: 1925000 features
Populating features table and first-order relations: 1926000 features
Populating features table and first-order relations: 1927000 features
Populating features table and first-order relations: 1928000 features
Populating features table and first-order relations: 1929000 features
Populating features table and first-order relations: 1930000 features
Populating features table and first-order relations: 1931000 features
Populating features table and first-order relations: 1932000 features
Populating features table and first-order relations: 1933000 features
Populating features table and first-order relations: 1934000 features
Populating features table and first-order relations: 1935000 features
Populating features table and first-order relations: 1936000 features
Populating features table and first-order relations: 1937000 features
Populating features table and first-order relations: 1938000 features
Populating features table and first-order relations: 1939000 features
Populating features table and first-order relations: 1940000 features
Populating features table and first-order relations: 1941000 features
Populating features table and first-order relations: 1942000 features
Populating features table and first-order relations: 1943000 features
Populating features table and first-order relations: 1944000 features
Populating features table and first-order relations: 1945000 features
Populating features table and first-order relations: 1946000 features
Populating features table and first-order relations: 1947000 features
Populating features table and first-order relations: 1948000 features
Populating features table and first-order relations: 1949000 features
Populating features table and first-order relations: 1950000 features
Populating features table and first-order relations: 1951000 features
Populating features table and first-order relations: 1952000 features
Populating features table and first-order relations: 1953000 features
Populating features table and first-order relations: 1954000 features
Populating features table and first-order relations: 1955000 features
Populating features table and first-order relations: 1956000 features
Populating features table and first-order relations: 1957000 features
Populating features table and first-order relations: 1958000 features
Populating features table and first-order relations: 1959000 features
Populating features table and first-order relations: 1960000 features
Populating features table and first-order relations: 1961000 features
Populating features table and first-order relations: 1962000 features
Populating features table and first-order relations: 1963000 features
Populating features table and first-order relations: 1964000 features
Populating features table and first-order relations: 1965000 features
Populating features table and first-order relations: 1966000 features
Populating features table and first-order relations: 1967000 features
Populating features table and first-order relations: 1968000 features
Populating features table and first-order relations: 1969000 features
Populating features table and first-order relations: 1970000 features
Populating features table and first-order relations: 1971000 features
Populating features table and first-order relations: 1972000 features
Populating features table and first-order relations: 1973000 features
Populating features table and first-order relations: 1974000 features
Populating features table and first-order relations: 1975000 features
Populating features table and first-order relations: 1976000 features
Populating features table and first-order relations: 1977000 features
Populating features table and first-order relations: 1978000 features
Populating features table and first-order relations: 1979000 features
Populating features table and first-order relations: 1980000 features
Populating features table and first-order relations: 1981000 features
Populating features table and first-order relations: 1982000 features
Populating features table and first-order relations: 1983000 features
Populating features table and first-order relations: 1984000 features
Populating features table and first-order relations: 1985000 features
Populating features table and first-order relations: 1986000 features
2022-03-29 10:47:56,735 - INFO - Populating features table and first-order relations: 1986643 features

2022-03-29 10:47:56,736 - INFO - Updating relations
2022-03-29 10:48:25,154 - INFO - Creating relations(parent) index
2022-03-29 10:48:27,431 - INFO - Creating relations(child) index
2022-03-29 10:48:30,678 - INFO - Creating features(featuretype) index
2022-03-29 10:48:32,152 - INFO - Creating features (seqid, start, end) index
2022-03-29 10:48:34,247 - INFO - Creating features (seqid, start, end, strand) index
2022-03-29 10:48:36,446 - INFO - Running ANALYZE features
extracting features
Traceback (most recent call last):
  File "/n/home07/gthomas/anaconda3/envs/main/lib/python3.9/site-packages/pyfaidx/__init__.py", line 374, in __init__
    self.file = self._fasta_opener(filename, 'r+b'
FileNotFoundError: [Errno 2] No such file or directory: '/n/holylfs05/LABS/informatics/Users/gthomas/turtles/genomes/Cmccordi/GCA_003846335.1_ASM384633v1/GCA_003846335.1_ASM384633v1_genomic.fna'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/n/home07/gthomas/anaconda3/envs/main/bin/liftoff", line 10, in <module>
    sys.exit(main())
  File "/n/home07/gthomas/anaconda3/envs/main/lib/python3.9/site-packages/liftoff/run_liftoff.py", line 12, in main
    run_all_liftoff_steps(args)
  File "/n/home07/gthomas/anaconda3/envs/main/lib/python3.9/site-packages/liftoff/run_liftoff.py", line 24, in run_all_liftoff_steps
    feature_db, feature_hierarchy, ref_parent_order = liftover_types.lift_original_annotation(ref_chroms, target_chroms,
  File "/n/home07/gthomas/anaconda3/envs/main/lib/python3.9/site-packages/liftoff/liftover_types.py", line 15, in lift_original_annotation
    align_and_lift_features(ref_chroms, target_chroms, args, feature_hierarchy, liftover_type, unmapped_features,
  File "/n/home07/gthomas/anaconda3/envs/main/lib/python3.9/site-packages/liftoff/liftover_types.py", line 23, in align_and_lift_features
    aligned_segments= align_features.align_features_to_target(ref_chroms, target_chroms, args,
  File "/n/home07/gthomas/anaconda3/envs/main/lib/python3.9/site-packages/liftoff/align_features.py", line 16, in align_features_to_target
    target_fasta_dict = split_target_sequence(target_chroms, args.target, args.dir)
  File "/n/home07/gthomas/anaconda3/envs/main/lib/python3.9/site-packages/liftoff/align_features.py", line 32, in split_target_sequence
    Faidx(target_fasta_name)
  File "/n/home07/gthomas/anaconda3/envs/main/lib/python3.9/site-packages/pyfaidx/__init__.py", line 383, in __init__
    raise FastaNotFoundError(
pyfaidx.FastaNotFoundError: Cannot read FASTA file /n/holylfs05/LABS/informatics/Users/gthomas/turtles/genomes/Cmccordi/GCA_003846335.1_ASM384633v1/GCA_003846335.1_ASM384633v1_genomic.fna
