"scaffold","missing.filter","mask.filter","num.windows","perc.orig.windows"
"NC_050092.1",3,8,0,0
"NC_050093.1",3,8,0,0
"NC_050094.1",3,8,0,0
"NC_050095.1",3,8,1,0.00148367952522255
"NC_050068.2",3,9,19,0.000536026632060035
"NC_050069.1",3,9,16,0.000586703824575556
"NC_050070.1",3,9,8,0.000377056134231984
"NC_050071.1",3,9,3,0.000204736231488432
"NC_050072.1",3,9,4,0.000290761067093116
"NC_050073.1",3,9,3,0.00022878059940517
"NC_050074.1",3,9,5,0.000391696043869957
"NC_050075.1",3,9,3,0.000274473924977127
"NC_050076.1",3,9,2,0.0001900779319521
"NC_050077.1",3,9,1,0.000115633672525439
"NC_050078.2",3,9,0,0
"NC_050079.1",3,9,0,0
"NC_050080.1",3,9,3,0.000728862973760933
"NC_050081.1",3,9,2,0.000499625281039221
"NC_050082.1",3,9,0,0
"NC_050083.1",3,9,0,0
"NC_050084.1",3,9,0,0
"NC_050085.1",3,9,0,0
"NC_050086.2",3,9,0,0
"NC_050087.2",3,9,1,0.000520562207183758
"NC_050088.1",3,9,0,0
"NC_050089.1",3,9,0,0
"NC_050090.1",3,9,1,0.000580383052814858
"NC_050091.1",3,9,0,0
"NC_050092.1",3,9,0,0
"NC_050093.1",3,9,0,0
"NC_050094.1",3,9,0,0
"NC_050095.1",3,9,0,0
"NC_050068.2",3,10,10,0.000282119280031597
"NC_050069.1",3,10,12,0.000440027868431667
"NC_050070.1",3,10,7,0.000329924117452986
"NC_050071.1",3,10,1,6.82454104961441e-05
"NC_050072.1",3,10,3,0.000218070800319837
"NC_050073.1",3,10,2,0.000152520399603447
"NC_050074.1",3,10,4,0.000313356835095966
"NC_050075.1",3,10,1,9.14913083257091e-05
"NC_050076.1",3,10,1,9.50389659760502e-05
"NC_050077.1",3,10,1,0.000115633672525439
"NC_050078.2",3,10,0,0
"NC_050079.1",3,10,0,0
"NC_050080.1",3,10,3,0.000728862973760933
"NC_050081.1",3,10,2,0.000499625281039221
"NC_050082.1",3,10,0,0
"NC_050083.1",3,10,0,0
"NC_050084.1",3,10,0,0
"NC_050085.1",3,10,0,0
"NC_050086.2",3,10,0,0
"NC_050087.2",3,10,1,0.000520562207183758
"NC_050088.1",3,10,0,0
"NC_050089.1",3,10,0,0
"NC_050090.1",3,10,1,0.000580383052814858
"NC_050091.1",3,10,0,0
"NC_050092.1",3,10,0,0
"NC_050093.1",3,10,0,0
"NC_050094.1",3,10,0,0
"NC_050095.1",3,10,0,0
"NC_050068.2",3,11,7,0.000197483496022118
"NC_050069.1",3,11,5,0.000183344945179861
"NC_050070.1",3,11,4,0.000188528067115992
"NC_050071.1",3,11,1,6.82454104961441e-05
"NC_050072.1",3,11,2,0.000145380533546558
"NC_050073.1",3,11,1,7.62601998017235e-05
"NC_050074.1",3,11,2,0.000156678417547983
"NC_050075.1",3,11,0,0
"NC_050076.1",3,11,1,9.50389659760502e-05
"NC_050077.1",3,11,1,0.000115633672525439
"NC_050078.2",3,11,0,0
"NC_050079.1",3,11,0,0
"NC_050080.1",3,11,2,0.000485908649173955
"NC_050081.1",3,11,2,0.000499625281039221
"NC_050082.1",3,11,0,0
"NC_050083.1",3,11,0,0
"NC_050084.1",3,11,0,0
"NC_050085.1",3,11,0,0
"NC_050086.2",3,11,0,0
"NC_050087.2",3,11,1,0.000520562207183758
"NC_050088.1",3,11,0,0
"NC_050089.1",3,11,0,0
"NC_050090.1",3,11,1,0.000580383052814858
"NC_050091.1",3,11,0,0
"NC_050092.1",3,11,0,0
"NC_050093.1",3,11,0,0
"NC_050094.1",3,11,0,0
"NC_050095.1",3,11,0,0
"NC_050068.2",4,0,18064,0.509620267449078
"NC_050069.1",4,0,13577,0.497854864141396
"NC_050070.1",4,0,10967,0.516896828015271
"NC_050071.1",4,0,7289,0.497440797106395
"NC_050072.1",4,0,6457,0.469361052555063
"NC_050073.1",4,0,5789,0.441470296652177
"NC_050074.1",4,0,5246,0.410967489228359
"NC_050075.1",4,0,4411,0.403568161024703
"NC_050076.1",4,0,4326,0.411138566812393
"NC_050077.1",4,0,3218,0.372109158186864
"NC_050078.2",4,0,3307,0.413220042484068
"NC_050079.1",4,0,1554,0.351186440677966
"NC_050080.1",4,0,1791,0.435131195335277
"NC_050081.1",4,0,2014,0.503122658006495
"NC_050082.1",4,0,1150,0.346385542168675
"NC_050083.1",4,0,878,0.332449829609996
"NC_050084.1",4,0,900,0.353912701533622
"NC_050085.1",4,0,730,0.308407266582172
"NC_050086.2",4,0,739,0.368946580129805
"NC_050087.2",4,0,962,0.500780843310776
"NC_050088.1",4,0,643,0.340933191940615
"NC_050089.1",4,0,475,0.253333333333333
"NC_050090.1",4,0,1198,0.6952988972722
"NC_050091.1",4,0,836,0.492924528301887
"NC_050092.1",4,0,596,0.361650485436893
"NC_050093.1",4,0,492,0.298543689320388
"NC_050094.1",4,0,712,0.43680981595092
"NC_050095.1",4,0,596,0.884272997032641
"NC_050068.2",4,1,11453,0.323111211420188
"NC_050069.1",4,1,8220,0.301419089875692
"NC_050070.1",4,1,6535,0.308007729650752
"NC_050071.1",4,1,4091,0.279191974339726
"NC_050072.1",4,1,3713,0.269898960529185
"NC_050073.1",4,1,3370,0.256996873331808
"NC_050074.1",4,1,2700,0.211515863689777
"NC_050075.1",4,1,2277,0.20832570905764
"NC_050076.1",4,1,2248,0.213647595514161
"NC_050077.1",4,1,1576,0.182238667900092
"NC_050078.2",4,1,1637,0.204548294389604
"NC_050079.1",4,1,771,0.174237288135593
"NC_050080.1",4,1,944,0.229348882410107
"NC_050081.1",4,1,1060,0.264801398950787
"NC_050082.1",4,1,514,0.154819277108434
"NC_050083.1",4,1,457,0.173040514956456
"NC_050084.1",4,1,345,0.135666535587888
"NC_050085.1",4,1,364,0.153781157583439
"NC_050086.2",4,1,362,0.18072890664004
"NC_050087.2",4,1,413,0.214992191566892
"NC_050088.1",4,1,280,0.148462354188759
"NC_050089.1",4,1,187,0.0997333333333333
"NC_050090.1",4,1,502,0.291352292513059
"NC_050091.1",4,1,395,0.232900943396226
"NC_050092.1",4,1,267,0.162014563106796
"NC_050093.1",4,1,178,0.108009708737864
"NC_050094.1",4,1,317,0.194478527607362
"NC_050095.1",4,1,408,0.605341246290801
"NC_050068.2",4,2,3520,0.0993059865711223
"NC_050069.1",4,2,2392,0.0877122217740457
"NC_050070.1",4,2,1784,0.0840835179337324
"NC_050071.1",4,2,949,0.0647648945608408
"NC_050072.1",4,2,908,0.0660027622301374
"NC_050073.1",4,2,861,0.0656600320292839
"NC_050074.1",4,2,715,0.0560125342734038
"NC_050075.1",4,2,608,0.0556267154620311
"NC_050076.1",4,2,570,0.0541722106063486
"NC_050077.1",4,2,396,0.045790934320074
"NC_050078.2",4,2,362,0.0452330376108959
"NC_050079.1",4,2,165,0.0372881355932203
"NC_050080.1",4,2,176,0.0427599611273081
"NC_050081.1",4,2,296,0.0739445415938046
"NC_050082.1",4,2,117,0.0352409638554217
"NC_050083.1",4,2,113,0.0427868231730405
"NC_050084.1",4,2,78,0.0306724341329139
"NC_050085.1",4,2,106,0.0447824250105619
"NC_050086.2",4,2,95,0.0474288567149276
"NC_050087.2",4,2,87,0.045288912024987
"NC_050088.1",4,2,71,0.0376458112407211
"NC_050089.1",4,2,30,0.016
"NC_050090.1",4,2,80,0.0464306442251886
"NC_050091.1",4,2,96,0.0566037735849057
"NC_050092.1",4,2,64,0.0388349514563107
"NC_050093.1",4,2,34,0.020631067961165
"NC_050094.1",4,2,80,0.049079754601227
"NC_050095.1",4,2,106,0.15727002967359
"NC_050068.2",4,3,1857,0.0523895503018676
"NC_050069.1",4,3,1308,0.0479630376590517
"NC_050070.1",4,3,933,0.0439741716548051
"NC_050071.1",4,3,482,0.0328942878591415
"NC_050072.1",4,3,464,0.0337282837828015
"NC_050073.1",4,3,442,0.0337070083123618
"NC_050074.1",4,3,383,0.0300039169604387
"NC_050075.1",4,3,309,0.0282708142726441
"NC_050076.1",4,3,286,0.0271811442691504
"NC_050077.1",4,3,220,0.0254394079555967
"NC_050078.2",4,3,187,0.0233662376608772
"NC_050079.1",4,3,85,0.0192090395480226
"NC_050080.1",4,3,84,0.0204081632653061
"NC_050081.1",4,3,137,0.0342243317511866
"NC_050082.1",4,3,61,0.0183734939759036
"NC_050083.1",4,3,41,0.0155244225672094
"NC_050084.1",4,3,33,0.0129767990562328
"NC_050085.1",4,3,52,0.0219687367976341
"NC_050086.2",4,3,38,0.018971542685971
"NC_050087.2",4,3,31,0.0161374284226965
"NC_050088.1",4,3,35,0.0185577942735949
"NC_050089.1",4,3,12,0.0064
"NC_050090.1",4,3,31,0.0179918746372606
"NC_050091.1",4,3,40,0.0235849056603774
"NC_050092.1",4,3,28,0.0169902912621359
"NC_050093.1",4,3,13,0.00788834951456311
"NC_050094.1",4,3,36,0.0220858895705521
"NC_050095.1",4,3,56,0.0830860534124629
"NC_050068.2",4,4,138,0.00389324606443604
"NC_050069.1",4,4,91,0.00333687800227348
"NC_050070.1",4,4,59,0.00278078898996088
"NC_050071.1",4,4,28,0.00191087149389204
"NC_050072.1",4,4,23,0.00167187613578542
"NC_050073.1",4,4,31,0.00236406619385343
"NC_050074.1",4,4,27,0.00211515863689777
"NC_050075.1",4,4,17,0.00155535224153705
"NC_050076.1",4,4,21,0.00199581828549705
"NC_050077.1",4,4,19,0.00219703977798335
"NC_050078.2",4,4,6,0.000749718855429214
"NC_050079.1",4,4,4,0.000903954802259887
"NC_050080.1",4,4,15,0.00364431486880466
"NC_050081.1",4,4,20,0.00499625281039221
"NC_050082.1",4,4,3,0.000903614457831325
"NC_050083.1",4,4,1,0.000378644452858766
"NC_050084.1",4,4,0,0
"NC_050085.1",4,4,3,0.00126742712294043
"NC_050086.2",4,4,1,0.000499251123315027
"NC_050087.2",4,4,3,0.00156168662155128
"NC_050088.1",4,4,1,0.000530222693531283
"NC_050089.1",4,4,0,0
"NC_050090.1",4,4,3,0.00174114915844457
"NC_050091.1",4,4,3,0.0017688679245283
"NC_050092.1",4,4,1,0.000606796116504854
"NC_050093.1",4,4,0,0
"NC_050094.1",4,4,1,0.000613496932515337
"NC_050095.1",4,4,5,0.00741839762611276
"NC_050068.2",4,5,75,0.00211589460023698
"NC_050069.1",4,5,62,0.00227347732023028
"NC_050070.1",4,5,35,0.00164962058726493
"NC_050071.1",4,5,17,0.00116017197843445
"NC_050072.1",4,5,16,0.00116304426837246
"NC_050073.1",4,5,16,0.00122016319682758
"NC_050074.1",4,5,17,0.00133176654915785
"NC_050075.1",4,5,11,0.0010064043915828
"NC_050076.1",4,5,10,0.000950389659760502
"NC_050077.1",4,5,12,0.00138760407030527
"NC_050078.2",4,5,2,0.000249906285143071
"NC_050079.1",4,5,2,0.000451977401129943
"NC_050080.1",4,5,6,0.00145772594752187
"NC_050081.1",4,5,13,0.00324756432675493
"NC_050082.1",4,5,1,0.000301204819277108
"NC_050083.1",4,5,1,0.000378644452858766
"NC_050084.1",4,5,0,0
"NC_050085.1",4,5,1,0.00042247570764681
"NC_050086.2",4,5,0,0
"NC_050087.2",4,5,1,0.000520562207183758
"NC_050088.1",4,5,1,0.000530222693531283
"NC_050089.1",4,5,0,0
"NC_050090.1",4,5,1,0.000580383052814858
"NC_050091.1",4,5,2,0.00117924528301887
"NC_050092.1",4,5,1,0.000606796116504854
"NC_050093.1",4,5,0,0
"NC_050094.1",4,5,1,0.000613496932515337
"NC_050095.1",4,5,2,0.0029673590504451
"NC_050068.2",4,6,53,0.00149523218416747
"NC_050069.1",4,6,48,0.00176011147372667
"NC_050070.1",4,6,29,0.00136682848659094
"NC_050071.1",4,6,10,0.000682454104961441
"NC_050072.1",4,6,11,0.00079959293450607
"NC_050073.1",4,6,9,0.000686341798215511
"NC_050074.1",4,6,15,0.00117508813160987
"NC_050075.1",4,6,7,0.000640439158279963
"NC_050076.1",4,6,7,0.000665272761832351
"NC_050077.1",4,6,9,0.00104070305272895
"NC_050078.2",4,6,0,0
"NC_050079.1",4,6,1,0.000225988700564972
"NC_050080.1",4,6,5,0.00121477162293489
"NC_050081.1",4,6,4,0.000999250562078441
"NC_050082.1",4,6,1,0.000301204819277108
"NC_050083.1",4,6,0,0
"NC_050084.1",4,6,0,0
"NC_050085.1",4,6,0,0
"NC_050086.2",4,6,0,0
"NC_050087.2",4,6,1,0.000520562207183758
"NC_050088.1",4,6,0,0
"NC_050089.1",4,6,0,0
"NC_050090.1",4,6,1,0.000580383052814858
"NC_050091.1",4,6,1,0.000589622641509434
"NC_050092.1",4,6,0,0
"NC_050093.1",4,6,0,0
"NC_050094.1",4,6,0,0
"NC_050095.1",4,6,2,0.0029673590504451
"NC_050068.2",4,7,42,0.00118490097613271
"NC_050069.1",4,7,34,0.00124674562722306
"NC_050070.1",4,7,23,0.00108403638591695
"NC_050071.1",4,7,6,0.000409472462976865
"NC_050072.1",4,7,9,0.000654212400959512
"NC_050073.1",4,7,6,0.000457561198810341
"NC_050074.1",4,7,9,0.000705052878965922
"NC_050075.1",4,7,7,0.000640439158279963
"NC_050076.1",4,7,7,0.000665272761832351
"NC_050077.1",4,7,4,0.000462534690101758
"NC_050078.2",4,7,0,0
"NC_050079.1",4,7,1,0.000225988700564972
"NC_050080.1",4,7,4,0.000971817298347911
"NC_050081.1",4,7,2,0.000499625281039221
"NC_050082.1",4,7,1,0.000301204819277108
"NC_050083.1",4,7,0,0
"NC_050084.1",4,7,0,0
"NC_050085.1",4,7,0,0
"NC_050086.2",4,7,0,0
"NC_050087.2",4,7,1,0.000520562207183758
"NC_050088.1",4,7,0,0
"NC_050089.1",4,7,0,0
"NC_050090.1",4,7,1,0.000580383052814858
"NC_050091.1",4,7,0,0
"NC_050092.1",4,7,0,0
"NC_050093.1",4,7,0,0
"NC_050094.1",4,7,0,0
"NC_050095.1",4,7,1,0.00148367952522255
"NC_050068.2",4,8,30,0.000846357840094792
"NC_050069.1",4,8,21,0.000770048769755418
"NC_050070.1",4,8,12,0.000565584201347976
"NC_050071.1",4,8,4,0.000272981641984577
"NC_050072.1",4,8,6,0.000436141600639674
"NC_050073.1",4,8,3,0.00022878059940517
"NC_050074.1",4,8,7,0.00054837446141794
"NC_050075.1",4,8,4,0.000365965233302836
"NC_050076.1",4,8,3,0.000285116897928151
"NC_050077.1",4,8,3,0.000346901017576318
"NC_050078.2",4,8,0,0
"NC_050079.1",4,8,0,0
"NC_050080.1",4,8,3,0.000728862973760933
"NC_050081.1",4,8,2,0.000499625281039221
"NC_050082.1",4,8,1,0.000301204819277108
"NC_050083.1",4,8,0,0
"NC_050084.1",4,8,0,0
"NC_050085.1",4,8,0,0
"NC_050086.2",4,8,0,0
"NC_050087.2",4,8,1,0.000520562207183758
"NC_050088.1",4,8,0,0
"NC_050089.1",4,8,0,0
"NC_050090.1",4,8,1,0.000580383052814858
"NC_050091.1",4,8,0,0
"NC_050092.1",4,8,0,0
"NC_050093.1",4,8,0,0
"NC_050094.1",4,8,0,0
"NC_050095.1",4,8,1,0.00148367952522255
"NC_050068.2",4,9,18,0.000507814704056875
"NC_050069.1",4,9,15,0.000550034835539584
"NC_050070.1",4,9,8,0.000377056134231984
"NC_050071.1",4,9,3,0.000204736231488432
"NC_050072.1",4,9,4,0.000290761067093116
"NC_050073.1",4,9,2,0.000152520399603447
"NC_050074.1",4,9,5,0.000391696043869957
"NC_050075.1",4,9,3,0.000274473924977127
"NC_050076.1",4,9,2,0.0001900779319521
"NC_050077.1",4,9,1,0.000115633672525439
"NC_050078.2",4,9,0,0
"NC_050079.1",4,9,0,0
"NC_050080.1",4,9,3,0.000728862973760933
"NC_050081.1",4,9,2,0.000499625281039221
"NC_050082.1",4,9,0,0
"NC_050083.1",4,9,0,0
"NC_050084.1",4,9,0,0
"NC_050085.1",4,9,0,0
"NC_050086.2",4,9,0,0
"NC_050087.2",4,9,1,0.000520562207183758
"NC_050088.1",4,9,0,0
"NC_050089.1",4,9,0,0
"NC_050090.1",4,9,1,0.000580383052814858
"NC_050091.1",4,9,0,0
"NC_050092.1",4,9,0,0
"NC_050093.1",4,9,0,0
"NC_050094.1",4,9,0,0
"NC_050095.1",4,9,0,0
"NC_050068.2",4,10,10,0.000282119280031597
"NC_050069.1",4,10,11,0.000403358879395695
"NC_050070.1",4,10,7,0.000329924117452986
"NC_050071.1",4,10,1,6.82454104961441e-05
"NC_050072.1",4,10,3,0.000218070800319837
"NC_050073.1",4,10,1,7.62601998017235e-05
"NC_050074.1",4,10,4,0.000313356835095966
"NC_050075.1",4,10,1,9.14913083257091e-05
"NC_050076.1",4,10,1,9.50389659760502e-05
"NC_050077.1",4,10,1,0.000115633672525439
"NC_050078.2",4,10,0,0
"NC_050079.1",4,10,0,0
"NC_050080.1",4,10,3,0.000728862973760933
"NC_050081.1",4,10,2,0.000499625281039221
"NC_050082.1",4,10,0,0
"NC_050083.1",4,10,0,0
"NC_050084.1",4,10,0,0
"NC_050085.1",4,10,0,0
"NC_050086.2",4,10,0,0
"NC_050087.2",4,10,1,0.000520562207183758
"NC_050088.1",4,10,0,0
"NC_050089.1",4,10,0,0
"NC_050090.1",4,10,1,0.000580383052814858
"NC_050091.1",4,10,0,0
"NC_050092.1",4,10,0,0
"NC_050093.1",4,10,0,0
"NC_050094.1",4,10,0,0
"NC_050095.1",4,10,0,0
"NC_050068.2",4,11,7,0.000197483496022118
"NC_050069.1",4,11,4,0.000146675956143889
"NC_050070.1",4,11,4,0.000188528067115992
"NC_050071.1",4,11,1,6.82454104961441e-05
"NC_050072.1",4,11,2,0.000145380533546558
"NC_050073.1",4,11,0,0
"NC_050074.1",4,11,2,0.000156678417547983
"NC_050075.1",4,11,0,0
"NC_050076.1",4,11,1,9.50389659760502e-05
"NC_050077.1",4,11,1,0.000115633672525439
"NC_050078.2",4,11,0,0
"NC_050079.1",4,11,0,0
"NC_050080.1",4,11,2,0.000485908649173955
"NC_050081.1",4,11,2,0.000499625281039221
"NC_050082.1",4,11,0,0
"NC_050083.1",4,11,0,0
"NC_050084.1",4,11,0,0
"NC_050085.1",4,11,0,0
"NC_050086.2",4,11,0,0
"NC_050087.2",4,11,1,0.000520562207183758
"NC_050088.1",4,11,0,0
"NC_050089.1",4,11,0,0
"NC_050090.1",4,11,1,0.000580383052814858
"NC_050091.1",4,11,0,0
"NC_050092.1",4,11,0,0
"NC_050093.1",4,11,0,0
"NC_050094.1",4,11,0,0
"NC_050095.1",4,11,0,0
"NC_050068.2",5,0,16177,0.456384359307115
"NC_050069.1",5,0,12124,0.444574823072128
"NC_050070.1",5,0,9798,0.461799500400622
"NC_050071.1",5,0,6481,0.44229850542551
"NC_050072.1",5,0,5737,0.417024060478302
"NC_050073.1",5,0,5204,0.396858079768169
"NC_050074.1",5,0,4575,0.358401880141011
"NC_050075.1",5,0,3865,0.353613906678865
"NC_050076.1",5,0,3763,0.357631628967877
"NC_050077.1",5,0,2833,0.32759019426457
"NC_050078.2",5,0,2900,0.362364113457453
"NC_050079.1",5,0,1344,0.303728813559322
"NC_050080.1",5,0,1623,0.394314868804665
"NC_050081.1",5,0,1859,0.464401698725956
"NC_050082.1",5,0,1016,0.306024096385542
"NC_050083.1",5,0,796,0.301400984475577
"NC_050084.1",5,0,776,0.305151395988989
"NC_050085.1",5,0,626,0.264469792986903
"NC_050086.2",5,0,642,0.320519221168248
"NC_050087.2",5,0,872,0.453930244664237
"NC_050088.1",5,0,570,0.302226935312831
"NC_050089.1",5,0,407,0.217066666666667
"NC_050090.1",5,0,1111,0.644805571677307
"NC_050091.1",5,0,786,0.463443396226415
"NC_050092.1",5,0,532,0.322815533980583
"NC_050093.1",5,0,421,0.255461165048544
"NC_050094.1",5,0,633,0.388343558282209
"NC_050095.1",5,0,585,0.867952522255193
"NC_050068.2",5,1,10981,0.309795181402697
"NC_050069.1",5,1,7893,0.289428330460929
"NC_050070.1",5,1,6268,0.295423481170759
"NC_050071.1",5,1,3940,0.268886917354808
"NC_050072.1",5,1,3552,0.258195827578687
"NC_050073.1",5,1,3225,0.245939144360558
"NC_050074.1",5,1,2609,0.204386995691344
"NC_050075.1",5,1,2205,0.201738334858188
"NC_050076.1",5,1,2155,0.204808971678388
"NC_050077.1",5,1,1532,0.177150786308973
"NC_050078.2",5,1,1575,0.196801199550169
"NC_050079.1",5,1,741,0.167457627118644
"NC_050080.1",5,1,923,0.22424684159378
"NC_050081.1",5,1,1031,0.257556832375718
"NC_050082.1",5,1,501,0.150903614457831
"NC_050083.1",5,1,448,0.169632714880727
"NC_050084.1",5,1,340,0.133700353912702
"NC_050085.1",5,1,349,0.147444021968737
"NC_050086.2",5,1,352,0.17573639540689
"NC_050087.2",5,1,405,0.210827693909422
"NC_050088.1",5,1,274,0.145281018027572
"NC_050089.1",5,1,179,0.0954666666666667
"NC_050090.1",5,1,496,0.287869994196169
"NC_050091.1",5,1,385,0.227004716981132
"NC_050092.1",5,1,263,0.159587378640777
"NC_050093.1",5,1,172,0.104368932038835
"NC_050094.1",5,1,311,0.19079754601227
"NC_050095.1",5,1,403,0.597922848664688
"NC_050068.2",5,2,3454,0.0974439993229137
"NC_050069.1",5,2,2343,0.0859154413112831
"NC_050070.1",5,2,1754,0.0826695574303624
"NC_050071.1",5,2,931,0.0635364771719102
"NC_050072.1",5,2,887,0.0644762666278985
"NC_050073.1",5,2,845,0.0644398688324563
"NC_050074.1",5,2,706,0.0553074813944379
"NC_050075.1",5,2,597,0.0546203110704483
"NC_050076.1",5,2,560,0.0532218209465881
"NC_050077.1",5,2,391,0.0452127659574468
"NC_050078.2",5,2,353,0.0441084593277521
"NC_050079.1",5,2,163,0.0368361581920904
"NC_050080.1",5,2,175,0.0425170068027211
"NC_050081.1",5,2,293,0.0731951036722458
"NC_050082.1",5,2,117,0.0352409638554217
"NC_050083.1",5,2,112,0.0424081787201818
"NC_050084.1",5,2,78,0.0306724341329139
"NC_050085.1",5,2,104,0.0439374735952683
"NC_050086.2",5,2,95,0.0474288567149276
"NC_050087.2",5,2,86,0.0447683498178032
"NC_050088.1",5,2,70,0.0371155885471898
"NC_050089.1",5,2,30,0.016
"NC_050090.1",5,2,79,0.0458502611723738
"NC_050091.1",5,2,95,0.0560141509433962
"NC_050092.1",5,2,64,0.0388349514563107
"NC_050093.1",5,2,34,0.020631067961165
"NC_050094.1",5,2,80,0.049079754601227
"NC_050095.1",5,2,106,0.15727002967359
"NC_050068.2",5,3,1824,0.0514585566777634
"NC_050069.1",5,3,1286,0.0471563199002603
"NC_050070.1",5,3,920,0.0433614554366781
"NC_050071.1",5,3,477,0.0325530608066608
"NC_050072.1",5,3,457,0.0332194519153885
"NC_050073.1",5,3,432,0.0329444063143445
"NC_050074.1",5,3,381,0.0298472385428907
"NC_050075.1",5,3,306,0.027996340347667
"NC_050076.1",5,3,280,0.0266109104732941
"NC_050077.1",5,3,217,0.0250925069380204
"NC_050078.2",5,3,182,0.0227414719480195
"NC_050079.1",5,3,85,0.0192090395480226
"NC_050080.1",5,3,84,0.0204081632653061
"NC_050081.1",5,3,135,0.0337247064701474
"NC_050082.1",5,3,61,0.0183734939759036
"NC_050083.1",5,3,40,0.0151457781143506
"NC_050084.1",5,3,33,0.0129767990562328
"NC_050085.1",5,3,50,0.0211237853823405
"NC_050086.2",5,3,38,0.018971542685971
"NC_050087.2",5,3,31,0.0161374284226965
"NC_050088.1",5,3,35,0.0185577942735949
"NC_050089.1",5,3,12,0.0064
"NC_050090.1",5,3,31,0.0179918746372606
"NC_050091.1",5,3,39,0.0229952830188679
"NC_050092.1",5,3,28,0.0169902912621359
"NC_050093.1",5,3,13,0.00788834951456311
"NC_050094.1",5,3,36,0.0220858895705521
"NC_050095.1",5,3,56,0.0830860534124629
"NC_050068.2",5,4,132,0.00372397449641709
"NC_050069.1",5,4,89,0.00326354002420153
"NC_050070.1",5,4,54,0.00254512890606589
"NC_050071.1",5,4,28,0.00191087149389204
"NC_050072.1",5,4,20,0.00145380533546558
"NC_050073.1",5,4,30,0.0022878059940517
"NC_050074.1",5,4,27,0.00211515863689777
"NC_050075.1",5,4,17,0.00155535224153705
"NC_050076.1",5,4,21,0.00199581828549705
"NC_050077.1",5,4,17,0.00196577243293247
"NC_050078.2",5,4,6,0.000749718855429214
"NC_050079.1",5,4,4,0.000903954802259887
"NC_050080.1",5,4,15,0.00364431486880466
"NC_050081.1",5,4,20,0.00499625281039221
"NC_050082.1",5,4,3,0.000903614457831325
"NC_050083.1",5,4,1,0.000378644452858766
"NC_050084.1",5,4,0,0
"NC_050085.1",5,4,3,0.00126742712294043
"NC_050086.2",5,4,1,0.000499251123315027
"NC_050087.2",5,4,3,0.00156168662155128
"NC_050088.1",5,4,1,0.000530222693531283
"NC_050089.1",5,4,0,0
"NC_050090.1",5,4,3,0.00174114915844457
"NC_050091.1",5,4,3,0.0017688679245283
"NC_050092.1",5,4,1,0.000606796116504854
"NC_050093.1",5,4,0,0
"NC_050094.1",5,4,1,0.000613496932515337
"NC_050095.1",5,4,5,0.00741839762611276
"NC_050068.2",5,5,73,0.00205947074423066
"NC_050069.1",5,5,61,0.00223680833119431
"NC_050070.1",5,5,32,0.00150822453692794
"NC_050071.1",5,5,17,0.00116017197843445
"NC_050072.1",5,5,13,0.000944973468052628
"NC_050073.1",5,5,15,0.00114390299702585
"NC_050074.1",5,5,17,0.00133176654915785
"NC_050075.1",5,5,11,0.0010064043915828
"NC_050076.1",5,5,10,0.000950389659760502
"NC_050077.1",5,5,10,0.00115633672525439
"NC_050078.2",5,5,2,0.000249906285143071
"NC_050079.1",5,5,2,0.000451977401129943
"NC_050080.1",5,5,6,0.00145772594752187
"NC_050081.1",5,5,13,0.00324756432675493
"NC_050082.1",5,5,1,0.000301204819277108
"NC_050083.1",5,5,1,0.000378644452858766
"NC_050084.1",5,5,0,0
"NC_050085.1",5,5,1,0.00042247570764681
"NC_050086.2",5,5,0,0
"NC_050087.2",5,5,1,0.000520562207183758
"NC_050088.1",5,5,1,0.000530222693531283
"NC_050089.1",5,5,0,0
"NC_050090.1",5,5,1,0.000580383052814858
"NC_050091.1",5,5,2,0.00117924528301887
"NC_050092.1",5,5,1,0.000606796116504854
"NC_050093.1",5,5,0,0
"NC_050094.1",5,5,1,0.000613496932515337
"NC_050095.1",5,5,2,0.0029673590504451
"NC_050068.2",5,6,51,0.00143880832816115
"NC_050069.1",5,6,47,0.0017234424846907
"NC_050070.1",5,6,27,0.00127256445303295
"NC_050071.1",5,6,10,0.000682454104961441
"NC_050072.1",5,6,9,0.000654212400959512
"NC_050073.1",5,6,8,0.000610081598413788
"NC_050074.1",5,6,15,0.00117508813160987
"NC_050075.1",5,6,7,0.000640439158279963
"NC_050076.1",5,6,7,0.000665272761832351
"NC_050077.1",5,6,8,0.000925069380203515
"NC_050078.2",5,6,0,0
"NC_050079.1",5,6,1,0.000225988700564972
"NC_050080.1",5,6,5,0.00121477162293489
"NC_050081.1",5,6,4,0.000999250562078441
"NC_050082.1",5,6,1,0.000301204819277108
"NC_050083.1",5,6,0,0
"NC_050084.1",5,6,0,0
"NC_050085.1",5,6,0,0
"NC_050086.2",5,6,0,0
"NC_050087.2",5,6,1,0.000520562207183758
"NC_050088.1",5,6,0,0
"NC_050089.1",5,6,0,0
"NC_050090.1",5,6,1,0.000580383052814858
"NC_050091.1",5,6,1,0.000589622641509434
"NC_050092.1",5,6,0,0
"NC_050093.1",5,6,0,0
"NC_050094.1",5,6,0,0
"NC_050095.1",5,6,2,0.0029673590504451
"NC_050068.2",5,7,41,0.00115668904812955
"NC_050069.1",5,7,33,0.00121007663818709
"NC_050070.1",5,7,21,0.000989772352358957
"NC_050071.1",5,7,6,0.000409472462976865
"NC_050072.1",5,7,7,0.000508831867412953
"NC_050073.1",5,7,6,0.000457561198810341
